event_id,event_date,category,title,agenda_name,status,has_video,video_url,duration_minutes,has_agenda,agenda_pdf_url,minutes_pdf_url,location
6471,2026-03-19,Town Board Work Session,Town Board Work Session,Work Session 3-19-26,Published,True,stream/RIVERHEADNY/24cc8eca-fd71-45ec-bc77-0786221b629d.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6471/files/agenda/5954,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6527,2026-03-19,Planning Board,Planning Board Meeting,"March 19, 2026",Published,True,stream/RIVERHEADNY/6ca4f983-52d4-416d-8f05-4b534e1474c0.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6527/files/agenda/5950,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6449,2026-03-17,Town Board,Town Board Meeting,Agenda for Town Board Meeting 3/17/2026,Published,True,https://cpmedia.azureedge.net/riverheadny/06fbb07106.mp4,93,True,https://riverheadny.portal.civicclerk.com/event/6449/files/agenda/5928,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6102,2026-03-17,Pre-Submission Conferences,Pre-Submission Conferences,"March 17, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6102/files/agenda/5951,,
6539,2026-03-17,Community Development Agency,Community Development Agency Meeting,Community Development Agency Meeting 3/17/2026,Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6539/files/agenda/5929,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
3875,2026-03-12,Zoning Board of Appeals,Canceled - Zoning Board of Appeals,"March 12, 2026 Zoning Board of Appeals",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/3875/files/agenda/5947,,
6470,2026-03-12,Town Board Work Session,Town Board Work Session,Work Session Agenda 3-12-26,Published,True,stream/RIVERHEADNY/559e48ca-2038-40fe-bef5-cfc1f930fca1.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6470/files/agenda/5949,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6101,2026-03-10,Pre-Submission Conferences,Pre-Submission Conferences,"March 10, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6101/files/agenda/5948,,
6469,2026-03-05,Town Board Work Session,Town Board Work Session,Work Session 3-5-26,Published,True,stream/RIVERHEADNY/2664c832-36e6-44f8-b8ed-5ae2ed7a6c38.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6469/files/agenda/5944,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6515,2026-03-05,Planning Board,Planning Board Meeting,"March 5, 2026",Published,True,stream/RIVERHEADNY/79103c5c-3729-4e2d-9e0b-d2dc8c353c24.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6515/files/agenda/5941,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6436,2026-03-03,Town Board,Town Board Meeting,Agenda for Town Board Meeting 3/3/2026,Published,True,https://cpmedia.azureedge.net/riverheadny/3750867da9.mp4,60,True,https://riverheadny.portal.civicclerk.com/event/6436/files/agenda/5921,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6100,2026-03-03,Pre-Submission Conferences,Pre-Submission Conferences,"March 3, 2026 Pre-Submission",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6100/files/agenda/5943,,
3887,2026-02-26,Zoning Board of Appeals,Zoning Board of Appeals,"February 26, 2026",Published,True,stream/RIVERHEADNY/6949f48f-6d74-4b7b-8c35-689b51703940.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3887/files/agenda/5939,,
6468,2026-02-26,Town Board Work Session,Town Board Work Session,Work Session 2-26-26,Published,True,stream/RIVERHEADNY/b8c9a7c2-68c4-44c5-8d63-183d98422d05.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6468/files/agenda/5942,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6423,2026-02-25,Architectural Review Board,Architectural Review Board,"February 25, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6423/files/agenda/5938,,"4 W Second Street, Riverhead, NY"
6099,2026-02-24,Pre-Submission Conferences,Pre-Submission Conferences,"February 24, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6099/files/agenda/5940,,
6526,2026-02-19,Planning Board,Planning Board Meeting,"February 19, 2026",Published,True,stream/RIVERHEADNY/0427bc70-8d5b-4d54-b6eb-ee1ae8bd49a9.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6526/files/agenda/5933,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6448,2026-02-18,Town Board,Town Board Meeting,Agenda for Town Board Meeting 2/18/2026,Published,True,https://cpmedia.azureedge.net/riverheadny/72179b59e0.mp4,211,True,https://riverheadny.portal.civicclerk.com/event/6448/files/agenda/5916,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6538,2026-02-18,Community Development Agency,Community Development Agency Meeting,Community Development Agency 2/18/2026,Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6538/files/agenda/5932,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6098,2026-02-17,Pre-Submission Conferences,Pre-Submission Conferences,"February 17, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6098/files/agenda/5935,,
3874,2026-02-12,Zoning Board of Appeals,Zoning Board of Appeals,"February 12, 2026 Zoning Board of Appeals",Published,True,stream/RIVERHEADNY/2e033ae5-9b06-4ef2-a3fa-b3bfcb116709.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3874/files/agenda/5930,,
6466,2026-02-12,Town Board Work Session,Town Board Work Session,Work Session Agenda 2-12-26,Published,True,stream/RIVERHEADNY/111e9389-38a2-40d0-b389-435432f4db46.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6466/files/agenda/5934,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6097,2026-02-10,Pre-Submission Conferences,Pre-Submission Conferences,"February 10, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6097/files/agenda/5931,,
6465,2026-02-05,Town Board Work Session,Town Board Work Session,Work Session 2-5-26,Published,True,stream/RIVERHEADNY/40930fa8-3f89-4e9c-9df3-a4c450373490.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6465/files/agenda/5927,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6514,2026-02-05,Planning Board,Planning Board Meeting,"February 5, 2026",Published,True,stream/RIVERHEADNY/194359b5-c460-4bf1-83c8-58560f972832.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6514/files/agenda/5925,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6435,2026-02-03,Town Board,Town Board Meeting,Agenda for Town Board Meeting 2/3/2026,Published,True,https://cpmedia.azureedge.net/riverheadny/0693b430ba.mp4,61,True,https://riverheadny.portal.civicclerk.com/event/6435/files/agenda/5913,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6096,2026-02-03,Pre-Submission Conferences,Pre-Submission Conferences,"February 3, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6096/files/agenda/5926,,
6464,2026-01-29,Town Board Work Session,Town Board Work Session,Work Session 1-29-26,Published,True,stream/RIVERHEADNY/20805985-9358-449e-b0eb-9e2dc28c650d.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6464/files/agenda/5924,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6065,2026-01-28,Architectural Review Board,Architectural Review Board,"January 28, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6065/files/agenda/5922,,
6095,2026-01-27,Pre-Submission Conferences,Pre-Submission Conferences,"January 27, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6095/files/agenda/5923,,
3886,2026-01-22,Zoning Board of Appeals,Zoning Board of Appeals,"January 22, 2026 Zoning Board of Appeals",Published,True,stream/RIVERHEADNY/18f4671e-a8e1-4301-ae5b-fcab106b5c86.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3886/files/agenda/5917,,
6463,2026-01-22,Town Board Work Session,Town Board Work Session,Work Session 1-22-26,Published,True,stream/RIVERHEADNY/8b3a63cb-936e-43cb-bd9b-48f8cd15b80f.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6463/files/agenda/5920,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6447,2026-01-21,Town Board,Town Board Meeting,Agenda for Town Board Meeting 1/21/2026,Published,True,https://cpmedia.azureedge.net/riverheadny/034e24b569.mp4,162,True,https://riverheadny.portal.civicclerk.com/event/6447/files/agenda/5900,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6537,2026-01-21,Community Development Agency,Community Development Agency Meeting,Community Development Agency Meeting 1/21/2026,Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6537/files/agenda/5904,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6094,2026-01-20,Pre-Submission Conferences,Pre-Submission Conferences,"January 20, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6094/files/agenda/5919,,
6462,2026-01-15,Town Board Work Session,Town Board Work Session,Work Session 1-15-26,Published,True,stream/RIVERHEADNY/10f9518d-e230-46ab-8860-0d0afbe296c5.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6462/files/agenda/5915,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6525,2026-01-15,Planning Board,Planning Board Meeting,"January 15, 2026",Published,True,stream/RIVERHEADNY/e12600b5-3952-4be9-9ff4-aaf23deca400.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6525/files/agenda/5912,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6093,2026-01-13,Pre-Submission Conferences,Pre-Submission Conferences,"January 13, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6093/files/agenda/5914,,
3873,2026-01-08,Zoning Board of Appeals,Zoning Board of Appeals,"January 8, 2026 Zoning Board of Appeals",Published,True,stream/RIVERHEADNY/88643942-cb7e-4a58-83f4-75c88403c4b0.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3873/files/agenda/5906,,
6461,2026-01-08,Town Board Work Session,Town Board Work Session,Work Session 1-8-26,Published,True,stream/RIVERHEADNY/2dc4af92-c54f-4f42-9705-5f11ecdd67b0.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6461/files/agenda/5911,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6434,2026-01-06,Town Board,Town Board Meeting,Agenda for Town Board Meeting 1/6/2026,Published,True,https://cpmedia.azureedge.net/riverheadny/feaa76bd5a.mp4,95,True,https://riverheadny.portal.civicclerk.com/event/6434/files/agenda/5894,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6092,2026-01-06,Pre-Submission Conferences,Pre-Submission Conferences,"January 6, 2026",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6092/files/agenda/5910,,
6603,2026-01-02,Town Board Work Session,Town Board Work Session,Work Session Agenda 1/2/2026,Published,True,stream/RIVERHEADNY/6fa32c13-51f4-4a66-8780-4f6d67001332.mp4,,True,https://riverheadny.portal.civicclerk.com/event/6603/files/agenda/5909,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6550,2025-12-30,Town Board,Special Town Board Meeting,Agenda for Special Town Board Meeting 12/30/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/e5ca846690.mp4,25,True,https://riverheadny.portal.civicclerk.com/event/6550/files/agenda/5902,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6091,2025-12-30,Pre-Submission Conferences,Pre-Submission Conferences,"December 30, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6091/files/agenda/5905,,
6090,2025-12-23,Pre-Submission Conferences,Pre-Submission Conferences,"December 23, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6090/files/agenda/5903,,
151,2025-12-18,Town Board Work Session,Town Board Work Session,Work Session Agenda 12-18-25,Published,True,stream/RIVERHEADNY/a9e8fb00-0a07-47a2-b815-512072d46827.mp4,,True,https://riverheadny.portal.civicclerk.com/event/151/files/agenda/5901,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
54,2025-12-18,Planning Board,Planning Board Meeting,"December 18, 2025",Published,True,stream/RIVERHEADNY/b284d0ef-abc5-400e-ae7e-4cfb7fc0a3a4.mp4,,True,https://riverheadny.portal.civicclerk.com/event/54/files/agenda/5898,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
23,2025-12-16,Town Board,Town Board Meeting,Agenda for Town Board Meeting 12/16/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/ff5c1ba81c.mp4,79,True,https://riverheadny.portal.civicclerk.com/event/23/files/agenda/5881,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6089,2025-12-16,Pre-Submission Conferences,Pre-Submission Conferences,"December 16, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6089/files/agenda/5899,,
69,2025-12-16,Community Development Agency,Community Development Agency Meeting,Agenda for Community Development Agency,Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/69/files/agenda/5882,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
3872,2025-12-11,Zoning Board of Appeals,Zoning Board of Appeals,"December 11, 2025 Zoning Board of Appeals",Published,True,stream/RIVERHEADNY/33f5e6ca-43a1-49b8-bc53-b7104a979fab.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3872/files/agenda/5895,,
150,2025-12-11,Town Board Work Session,Town Board Work Session,Work Session 12-11-25,Published,True,stream/RIVERHEADNY/70a91106-e54b-48ba-97d0-1d1eeb32ca56.mp4,,True,https://riverheadny.portal.civicclerk.com/event/150/files/agenda/5897,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6088,2025-12-09,Pre-Submission Conferences,Pre-Submission Conferences,"December 9, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6088/files/agenda/5896,,
149,2025-12-04,Town Board Work Session,Town Board Work Session,Work Session Agenda 12-4-25,Published,True,stream/RIVERHEADNY/3025b339-6596-4292-8c09-523092594af6.mp4,,True,https://riverheadny.portal.civicclerk.com/event/149/files/agenda/5893,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
41,2025-12-04,Planning Board,Planning Board Meeting,"December 4, 2025",Published,True,stream/RIVERHEADNY/7a4f1913-8f7c-4179-8092-116bee72c56c.mp4,,True,https://riverheadny.portal.civicclerk.com/event/41/files/agenda/5890,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6433,2025-12-03,Architectural Review Board,Architectural Review Board,"December 3, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6433/files/agenda/5891,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
11,2025-12-02,Town Board,Town Board Meeting,Agenda for Town Board Meeting 12/2/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/f304594c2a.mp4,48,True,https://riverheadny.portal.civicclerk.com/event/11/files/agenda/5876,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6087,2025-12-02,Pre-Submission Conferences,Pre-Submission Conferences,"December 2, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6087/files/agenda/5892,,
6086,2025-11-25,Pre-Submission Conferences,Pre-Submission Conferences,"November 25, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6086/files/agenda/5889,,
147,2025-11-20,Town Board Work Session,Town Board Work Session,Work Session Agenda,Published,True,stream/RIVERHEADNY/cf80a8f4-1f03-43c3-8d9e-f133a20fc5eb.mp4,,True,https://riverheadny.portal.civicclerk.com/event/147/files/agenda/5888,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
53,2025-11-20,Planning Board,Planning Board Meeting,"November 20, 2025",Published,True,stream/RIVERHEADNY/efae717e-5947-4e58-b929-a7108d5fa3c5.mp4,,True,https://riverheadny.portal.civicclerk.com/event/53/files/agenda/5886,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
22,2025-11-18,Town Board,Town Board Meeting,Agenda for Town Board Meeting 11/18/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/cebcc1fa24.mp4,124,True,https://riverheadny.portal.civicclerk.com/event/22/files/agenda/5867,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6085,2025-11-18,Pre-Submission Conferences,Pre-Submission Conferences,"November 18, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6085/files/agenda/5887,,
68,2025-11-18,Community Development Agency,Community Development Agency Meeting,Agenda for Community Development Agency,Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/68/files/agenda/5884,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
3871,2025-11-13,Zoning Board of Appeals,Zoning Board of Appeals,"November 13, 2025 Zoning Board of Appeals",Published,True,stream/RIVERHEADNY/03abcb62-2996-43c1-a6fe-d0709bcb0634.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3871/files/agenda/5883,,
146,2025-11-13,Town Board Work Session,Town Board Work Session,Work Session Agenda 11-13-25,Published,True,stream/RIVERHEADNY/03bacc69-4e89-4a98-86ee-0f3e65896fcd.mp4,,True,https://riverheadny.portal.civicclerk.com/event/146/files/agenda/5885,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6084,2025-11-11,Pre-Submission Conferences,Pre-Submission Conferences,,Published,False,,,False,,,
10,2025-11-06,Town Board,Town Board Meeting,Agenda for Town Board Meeting 11/6/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/9fda814422.mp4,107,True,https://riverheadny.portal.civicclerk.com/event/10/files/agenda/5577,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
40,2025-11-06,Planning Board,Planning Board Meeting,"November 6, 2025",Published,True,stream/RIVERHEADNY/f90071f0-016a-49fd-ae81-84f980ccaced.mp4,,True,https://riverheadny.portal.civicclerk.com/event/40/files/agenda/5880,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
144,2025-10-30,Town Board Work Session,Town Board Work Session,Work Session Agenda,Published,True,stream/RIVERHEADNY/f2ead4c6-ee46-4d96-b8fa-f461d95bdd82.mp4,,True,https://riverheadny.portal.civicclerk.com/event/144/files/agenda/5879,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6082,2025-10-28,Pre-Submission Conferences,Pre-Submission Conferences,"October 28, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6082/files/agenda/5878,,
3883,2025-10-23,Zoning Board of Appeals,Zoning Board of Appeals,"October 23, 2025 Zoning Board of Appeals",Published,True,stream/RIVERHEADNY/2fcf2ca8-6ed4-4b05-a3bb-e2aa62bc1ab7.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3883/files/agenda/5873,,
143,2025-10-23,Town Board Work Session,Town Board Work Session,Work Session 10-23-25,Published,True,stream/RIVERHEADNY/956c6cd8-6459-4608-93b9-6fed8c71af0b.mp4,,True,https://riverheadny.portal.civicclerk.com/event/143/files/agenda/5877,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6062,2025-10-22,Architectural Review Board,Architectural Review Board,"October 22, 2025 Architectural Review Board",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6062/files/agenda/5874,,
21,2025-10-21,Town Board,Town Board Meeting,Agenda for Town Board Meeting 10/21/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/0f6726bae2.mp4,66,True,https://riverheadny.portal.civicclerk.com/event/21/files/agenda/67,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6081,2025-10-21,Pre-Submission Conferences,Pre-Submission Conferences,"October 21, 2025 Pre-Submission",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6081/files/agenda/5875,,
67,2025-10-21,Community Development Agency,Community Development Agency Meeting,Agenda for Community Development Agency,Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/67/files/agenda/5872,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6420,2025-10-16,Town Board,Qualified and Eligible Public Hearing,Qualified and Eligible Public Hearing 10/16/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/15dd32db63.mp4,69,True,https://riverheadny.portal.civicclerk.com/event/6420/files/agenda/5863,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
142,2025-10-16,Town Board Work Session,Town Board Work Session,"Work Session October 16, 2025",Published,True,stream/RIVERHEADNY/a377bd34-d89f-4885-95f7-069cf0f4638d.mp4,,True,https://riverheadny.portal.civicclerk.com/event/142/files/agenda/5871,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
52,2025-10-16,Planning Board,Planning Board Meeting,"October 16, 2025",Published,True,stream/RIVERHEADNY/24ee1a42-c90a-49fe-9be9-d92d9f2bf674.mp4,,True,https://riverheadny.portal.civicclerk.com/event/52/files/agenda/5869,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6080,2025-10-14,Pre-Submission Conferences,Pre-Submission Conferences,"October 14, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6080/files/agenda/5870,,
3870,2025-10-09,Zoning Board of Appeals,Zoning Board of Appeals,"October 9, 2025",Published,True,stream/RIVERHEADNY/555ac1aa-d8f2-4ab1-9b10-a9c533067005.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3870/files/agenda/5865,,
141,2025-10-09,Town Board Work Session,Town Board Work Session,Work Session 10-9-25,Published,True,stream/RIVERHEADNY/08c86be3-c85d-4b1f-85a6-395adf9751a0.mp4,,True,https://riverheadny.portal.civicclerk.com/event/141/files/agenda/5868,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
9,2025-10-07,Town Board,Town Board Meeting,Agenda for Town Board Meeting 10/7/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/b888e52c60.mp4,99,True,https://riverheadny.portal.civicclerk.com/event/9/files/agenda/64,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6079,2025-10-07,Pre-Submission Conferences,Pre-Submission Conferences,"October 7, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6079/files/agenda/5866,,
140,2025-10-02,Town Board Work Session,Town Board Work Session,Work Session 10-2-25,Published,True,stream/RIVERHEADNY/b69ddaad-2bd8-43e8-b26c-b5a30a26d437.mp4,,True,https://riverheadny.portal.civicclerk.com/event/140/files/agenda/5864,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
39,2025-10-02,Planning Board,Planning Board Meeting,"Thursday, October 2,  2025",Published,True,stream/RIVERHEADNY/19777880-4a87-4fc0-af9d-2747297b0b1a.mp4,,True,https://riverheadny.portal.civicclerk.com/event/39/files/agenda/5859,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6078,2025-09-30,Pre-Submission Conferences,Pre-Submission Conferences,"September 30, 2025 Pre-Submission",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6078/files/agenda/5860,,
6141,2025-09-29,Town Board,Special Town Board Meeting,Special Town Board Meeting 9/29/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/663f0af1bf.mp4,13,True,https://riverheadny.portal.civicclerk.com/event/6141/files/agenda/5582,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
139,2025-09-29,Town Board Work Session,Town Board Work Session,Work Session 9-29-25,Published,True,stream/RIVERHEADNY/126e5c15-c19b-4918-8f50-578df65d9882.mp4,,True,https://riverheadny.portal.civicclerk.com/event/139/files/agenda/5861,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
3882,2025-09-25,Zoning Board of Appeals,Zoning Board of Appeals,"September 25, 2025 Zoning Board of Appeals",Published,True,stream/RIVERHEADNY/186eabca-72be-43ff-825c-30d86fb74b27.mp4,,True,https://riverheadny.portal.civicclerk.com/event/3882/files/agenda/5580,,
6061,2025-09-24,Architectural Review Board,Architectural Review Board,"September 24, 2025 Architectural Review Board",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6061/files/agenda/5581,,
6077,2025-09-23,Pre-Submission Conferences,Pre-Submission Conferences,"September 23, 2025",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6077/files/agenda/5583,,
51,2025-09-18,Planning Board,Planning Board Meeting,"Thursday, September 18, 2025",Published,True,stream/RIVERHEADNY/201ce89a-a991-4511-aafb-be8c1c065921.mp4,,True,https://riverheadny.portal.civicclerk.com/event/51/files/agenda/5574,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
138,2025-09-17,Town Board Work Session,Town Board Work Session,Work Session 9-17-25,Published,True,stream/RIVERHEADNY/de87afe2-4034-4f49-8a4f-69358638cd32.mp4,,True,https://riverheadny.portal.civicclerk.com/event/138/files/agenda/5579,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
20,2025-09-16,Town Board,Town Board Meeting,Agenda for Town Board Meeting 9/16/2025,Published,True,https://cpmedia.azureedge.net/riverheadny/472c4b83b0.mp4,104,True,https://riverheadny.portal.civicclerk.com/event/20/files/agenda/50,,"Riverhead Town Hall, 4 West Second Street, Riverhead, NY"
6076,2025-09-16,Pre-Submission Conferences,Pre-Submission Conferences,"September 16, 2025 Pre-Submission",Published,False,,,True,https://riverheadny.portal.civicclerk.com/event/6076/files/agenda/5576,,
